application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,_
291,Male,FALSE,2.98,Business,Asian,630,7,Nonprofit/Gov,,
292,Female,TRUE,2.99,Humanities,,630,6,Nonprofit/Gov,Admit,
293,Male,FALSE,3.1,Business,White,600,7,Nonprofit/Gov,,
294,Female,FALSE,3.35,Business,Asian,670,5,Technology,Admit,
295,Male,FALSE,2.95,Humanities,Asian,570,4,Consulting,,
296,Male,FALSE,3.16,Business,Asian,580,5,Consulting,,
297,Female,TRUE,3.34,Humanities,,570,5,Consulting,Admit,
298,Male,FALSE,3.14,Business,Black,660,5,Financial Services,,
299,Male,FALSE,3.1,STEM,Asian,630,4,PE/VC,,
300,Male,FALSE,3.21,Humanities,White,660,3,Nonprofit/Gov,,
301,Male,FALSE,3.37,Business,Hispanic,690,5,Nonprofit/Gov,,
302,Male,FALSE,3.36,Business,Asian,720,4,Technology,Admit,
303,Male,FALSE,3.2,Humanities,Hispanic,650,6,Technology,,
304,Female,FALSE,3.15,Business,Black,620,6,Consulting,,
305,Male,FALSE,3.53,STEM,Asian,660,5,Investment Banking,Admit,
306,Female,FALSE,3.24,Humanities,Hispanic,660,6,Consulting,,
307,Female,FALSE,3.25,Humanities,Asian,710,6,Technology,Admit,
308,Female,FALSE,3.34,Humanities,Asian,760,4,PE/VC,Admit,
309,Male,FALSE,3.16,STEM,Asian,650,5,Health Care,,
310,Male,FALSE,3.4,STEM,White,630,5,Investment Banking,,
311,Male,FALSE,3.49,Business,Other,700,5,Investment Management,Admit,
312,Male,FALSE,3.17,Humanities,Hispanic,670,2,Investment Banking,,
313,Male,FALSE,3.3,Business,White,650,4,PE/VC,,
314,Female,FALSE,3.25,Humanities,Asian,580,5,Consulting,Admit,
315,Male,FALSE,3.33,Business,White,580,5,Consulting,,
316,Female,FALSE,3.29,Humanities,Asian,700,4,Investment Management,Admit,
317,Male,FALSE,3.32,Humanities,White,700,6,PE/VC,,
318,Female,TRUE,3.33,STEM,,680,4,Health Care,Admit,
319,Female,FALSE,3.32,Humanities,White,630,5,Consulting,Admit,
320,Male,FALSE,3.03,Humanities,Asian,590,4,Consulting,,
321,Male,FALSE,3.44,Business,Black,650,6,Investment Banking,,
322,Female,TRUE,3.24,STEM,,610,5,Other,Admit,
323,Female,FALSE,3.36,Humanities,Black,650,6,Technology,,
324,Female,TRUE,3.14,Humanities,,580,5,Nonprofit/Gov,Admit,
325,Male,FALSE,3.2,STEM,Asian,710,4,Other,,
326,Male,FALSE,3.1,Humanities,Hispanic,570,5,Health Care,,
327,Male,FALSE,3.37,Humanities,White,660,4,Consulting,,
328,Male,TRUE,3.31,Humanities,,610,6,Technology,,
329,Male,FALSE,3.34,STEM,White,750,6,Other,,
330,Male,FALSE,3.38,Business,Asian,570,4,Other,,
331,Female,FALSE,3.32,Humanities,Hispanic,600,5,Financial Services,,
332,Male,TRUE,3.33,Business,,670,5,Consulting,Admit,
333,Male,FALSE,3.23,STEM,White,600,5,Other,,
334,Male,TRUE,3.06,STEM,,630,5,Financial Services,,
335,Male,TRUE,3.01,Business,,570,7,Real Estate,,
336,Female,FALSE,3.21,Humanities,White,700,6,PE/VC,Admit,
337,Male,FALSE,3.5,Humanities,Asian,670,5,Nonprofit/Gov,,
338,Female,TRUE,3.29,Humanities,,690,4,Financial Services,Admit,
339,Male,TRUE,3.2,Business,,650,5,Consulting,,
340,Male,TRUE,3.11,Humanities,,600,5,Consulting,,
341,Female,FALSE,3.1,Business,Other,620,6,Real Estate,Admit,
342,Male,FALSE,3.39,Business,White,730,6,Investment Banking,,
343,Male,TRUE,3.28,Business,,660,4,Technology,,
344,Female,FALSE,3.18,STEM,White,590,6,Nonprofit/Gov,Admit,
345,Female,FALSE,2.96,Humanities,White,580,7,Financial Services,Admit,
346,Male,TRUE,3.58,STEM,,710,5,Investment Banking,Admit,
347,Female,FALSE,3.35,STEM,White,700,5,Technology,Admit,
348,Male,FALSE,3.16,STEM,Black,650,5,Technology,,
349,Male,FALSE,3.1,STEM,White,620,4,Other,,
350,Male,FALSE,3.17,STEM,Hispanic,700,5,Consulting,,
351,Male,FALSE,3.2,Business,Asian,690,5,Consulting,,
352,Female,TRUE,3.09,Humanities,,660,6,Financial Services,Admit,
353,Female,FALSE,3.47,Humanities,White,760,4,Technology,Admit,
354,Male,FALSE,3.24,STEM,White,630,6,Consulting,,
355,Male,FALSE,3.28,STEM,Black,720,5,PE/VC,Admit,
356,Male,FALSE,3.37,STEM,White,690,5,Consulting,Admit,
357,Female,TRUE,3.31,Humanities,,630,6,Nonprofit/Gov,Admit,
358,Female,TRUE,3.03,Humanities,,660,5,Consulting,Admit,
359,Male,TRUE,3.05,Humanities,,580,3,Consulting,,
360,Male,FALSE,3.06,Humanities,Asian,600,5,PE/VC,,
361,Male,FALSE,3.41,Humanities,Black,620,4,Consulting,,
362,Male,TRUE,3.46,Humanities,,650,7,Health Care,,
363,Male,FALSE,3.16,STEM,Black,620,5,Consulting,,
364,Male,FALSE,3.06,Business,Other,630,5,Other,,
365,Female,FALSE,3.42,Humanities,White,700,6,Consulting,Admit,
366,Female,FALSE,3.27,Business,White,660,4,Consulting,Admit,
367,Male,TRUE,3.08,STEM,,580,6,PE/VC,,
368,Male,FALSE,3.27,Humanities,Black,690,6,Other,,
369,Male,FALSE,3.22,Business,Asian,580,5,Investment Banking,,
370,Female,FALSE,3.16,Humanities,White,620,5,Technology,Admit,
371,Male,TRUE,3.39,STEM,,710,6,Investment Banking,,
372,Male,FALSE,3.22,STEM,White,570,6,Other,,
373,Female,FALSE,3.12,Business,Hispanic,570,4,PE/VC,,
374,Female,TRUE,3.21,STEM,,600,4,Consulting,Admit,
375,Female,FALSE,3.01,Humanities,Black,660,8,Technology,,
376,Female,FALSE,3.47,Business,Black,640,6,PE/VC,,
377,Female,TRUE,3.18,Business,,690,3,Financial Services,Admit,
378,Male,TRUE,3.38,Humanities,,680,7,CPG,,
379,Female,FALSE,3.11,STEM,Other,610,6,PE/VC,Admit,
380,Male,TRUE,3.08,Humanities,,620,6,Technology,,
381,Female,FALSE,3.26,STEM,White,650,6,Consulting,Admit,
382,Male,FALSE,3.21,Business,Asian,630,4,Consulting,,
383,Female,FALSE,3.1,Business,Asian,610,5,Nonprofit/Gov,Admit,
384,Male,TRUE,3.17,Business,,580,6,Consulting,,
385,Male,FALSE,3.43,Humanities,Hispanic,660,4,CPG,Admit,
386,Female,FALSE,3.31,STEM,White,620,5,Investment Banking,Admit,
387,Female,FALSE,3.03,Humanities,Asian,590,5,Consulting,Admit,
388,Female,TRUE,3.08,STEM,,630,5,Health Care,Admit,
389,Female,FALSE,3.18,Humanities,Hispanic,620,6,Investment Management,,
390,Male,FALSE,3.47,Business,White,690,6,Other,,
391,Male,FALSE,3.42,Business,Asian,720,3,Consulting,,
392,Female,FALSE,3.34,Business,White,680,4,Financial Services,Admit,
393,Male,TRUE,3.37,Business,,680,5,Health Care,,
394,Female,FALSE,3.49,Humanities,White,690,5,Financial Services,Admit,
395,Male,TRUE,3.32,STEM,,580,5,Real Estate,,
396,Male,FALSE,3.3,Humanities,Other,620,5,CPG,,
397,Male,FALSE,3.38,Humanities,White,680,4,Financial Services,,
398,Male,FALSE,3.18,STEM,White,590,4,PE/VC,,
399,Female,FALSE,3.28,STEM,Hispanic,630,5,Other,,
400,Male,FALSE,3.24,Humanities,White,600,3,PE/VC,,
401,Male,FALSE,3.15,Humanities,Black,610,6,Consulting,,
402,Male,FALSE,3.16,STEM,Black,600,6,PE/VC,,
403,Male,TRUE,3.22,Humanities,,640,5,Other,,
404,Female,FALSE,3.35,Business,White,620,6,Consulting,Admit,
405,Female,FALSE,3.36,Business,White,620,4,PE/VC,Admit,
406,Female,FALSE,3.06,Business,White,580,5,Investment Banking,Admit,
407,Male,FALSE,3.17,STEM,Black,660,5,Investment Banking,,
408,Female,FALSE,3.06,Business,White,610,6,Nonprofit/Gov,Admit,
409,Male,TRUE,3.39,Humanities,,670,7,Investment Banking,,
410,Male,FALSE,3.44,Business,Asian,600,5,Health Care,,
411,Male,FALSE,3.14,Humanities,Asian,640,5,Consulting,,
412,Female,FALSE,3.29,Business,White,600,5,Consulting,Admit,
